name,tax_id,accession_id,total_number_of_chromosomes,total_sequence_length,total_ungapped_length,number_of_contigs,contig_n50,contig_l50,number_of_scaffolds,scaffold_n50,scaffold_l50,number_of_component_sequences,atgc_count,gc_count,gc_percent,genome_coverage,checkm_marker_set,checkm_species_tax_id,checkm_marker_set_rank,checkm_version,completeness,contamination,completeness_percentile,rank
Pseudomonas aeruginosa,287,GCF_032843885.3,2,7107038,7107038,2,7052471,1,2,7052471,1,2,7107038,4679667,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.42,0.76,56.3715,SPECIES
Pseudomonas aeruginosa,287,GCA_053283275.1,1,7051813,7051813,1,7051813,1,1,7051813,1,1,7051813,4635699,65.5,200,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_030908425.1,3,7553708,7553708,3,7051179,1,3,7051179,1,3,7553708,4925608,65,200,Pseudomonas aeruginosa,287,species,v1.2.4,98.01,3.3,11.6524,SPECIES
Pseudomonas aeruginosa,287,GCF_003028335.1,1,7050928,7050928,1,7050928,1,1,7050928,1,1,7050928,4655289,66,250,Pseudomonas aeruginosa,287,species,v1.2.3,99.64,0.49,82.6932,SPECIES
Pseudomonas aeruginosa,287,GCF_002205375.1,1,7050510,7050510,1,7050510,1,1,7050510,1,1,7050510,4641071,66,181,Pseudomonas aeruginosa,287,species,v1.2.3,96.13,1.56,4.47487,SPECIES
Pseudomonas aeruginosa,287,GCF_031224255.1,2,7077359,7077359,2,7049066,1,2,7049066,1,2,7077359,4668140,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.15,0.49,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCF_024266935.1,2,7102090,7102090,2,7048060,1,2,7048060,1,2,7102090,4683464,66,2,Pseudomonas aeruginosa,287,species,v1.2.4,99.55,1.25,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_003950015.1,2,7178010,7178010,2,7047704,1,2,7047704,1,2,7178010,4710839,65.5,60,Pseudomonas aeruginosa,287,species,v1.2.3,99.16,1.74,33.4578,SPECIES
Pseudomonas aeruginosa,287,GCF_020990445.1,1,7046998,7046998,1,7046998,1,1,7046998,1,1,7046998,4635584,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.49,1.43,62.0495,SPECIES
Pseudomonas aeruginosa,287,GCF_024266915.1,2,7100966,7100966,2,7046937,1,2,7046937,1,2,7100966,4682758,66,2,Pseudomonas aeruginosa,287,species,v1.2.4,99.55,1.25,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_030122115.1,1,7044511,7044511,1,7044511,1,1,7044511,1,1,7044511,4643751,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.07,1.15,29.4097,SPECIES
Pseudomonas aeruginosa,287,GCF_031851725.1,1,7044507,7044507,1,7044507,1,1,7044507,1,1,7044507,4638109,66,98.57,Pseudomonas aeruginosa,287,species,v1.2.3,99.55,0.99,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_016064595.1,1,7044064,7044064,1,7044064,1,1,7044064,1,1,7044064,4653555,66,1487,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,1.24,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_049566515.1,1,7043691,7043691,1,7043691,1,1,7043691,1,1,7043691,4643402,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.07,1.39,29.4097,SPECIES
Pseudomonas aeruginosa,287,GCF_016745155.1,1,7043467,7043467,1,7043467,1,1,7043467,1,1,7043467,4629833,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.03,1.22,11.7947,SPECIES
Pseudomonas aeruginosa,287,GCF_028622015.1,1,7043257,7043257,1,7043257,1,1,7043257,1,1,7043257,4647893,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,97.99,0.76,11.5161,SPECIES
Pseudomonas aeruginosa,287,GCF_035621255.1,2,7084671,7084671,2,7041100,1,2,7041100,1,2,7084671,4642556,65.5,473.3,Pseudomonas aeruginosa,287,species,v1.2.3,99.11,2.61,31.0514,SPECIES
Pseudomonas aeruginosa,287,GCF_002085755.1,2,7077406,7077406,2,7040952,1,2,7040952,1,2,7077406,4659258,66,73,Pseudomonas aeruginosa,287,species,v1.2.4,98.23,1.19,13.2172,SPECIES
Pseudomonas aeruginosa,287,GCF_038431895.1,1,7040896,7040896,1,7040896,1,1,7040896,1,1,7040896,4630803,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.9,2.16,23.3701,SPECIES
Pseudomonas aeruginosa,287,GCA_053293985.1,1,7038747,7038747,1,7038747,1,1,7038747,1,1,7038747,4629032,66,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_003206535.1,2,7042452,7042452,2,7038012,1,2,7038012,1,2,7042452,4640210,66,200,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.72,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_032292255.1,1,7037146,7037146,1,7037146,1,1,7037146,1,1,7037146,4650253,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.71,1.14,86.1072,SPECIES
Pseudomonas aeruginosa,287,GCF_039830125.1,1,7035441,7035441,1,7035441,1,1,7035441,1,1,7035441,4641252,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.21,1.18,37.7608,SPECIES
Pseudomonas aeruginosa,287,GCF_032847385.1,2,7462919,7462919,2,7033197,1,2,7033197,1,2,7462919,4865621,65,200,Pseudomonas aeruginosa,287,species,v1.2.3,98.11,1.98,12.34,SPECIES
Pseudomonas aeruginosa,287,GCF_003641125.1,1,7030474,7030474,1,7030474,1,1,7030474,1,1,7030474,4633957,66,424,Pseudomonas aeruginosa,287,species,v1.2.3,99.4,0.66,55.0913,SPECIES
Pseudomonas aeruginosa,287,GCF_003813005.1,1,7029824,7029824,1,7029824,1,1,7029824,1,1,7029824,4630595,66,22.71,Pseudomonas aeruginosa,287,species,v1.2.4,98.97,2.32,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_033224565.1,4,7092547,7092547,4,7028485,1,4,7028485,1,4,7092547,4675085,66,315,Pseudomonas aeruginosa,287,species,v1.2.3,98.92,0.54,24.3362,SPECIES
Pseudomonas aeruginosa,287,GCF_042666995.1,2,7448751,7448751,2,7026323,1,2,7026323,1,2,7448751,4868977,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1.92,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_036418275.1,1,7025878,7025878,1,7025878,1,1,7025878,1,1,7025878,4628241,66,29,Pseudomonas aeruginosa,287,species,v1.2.3,97.27,1.86,7.71693,SPECIES
Pseudomonas aeruginosa,287,GCF_047199025.1,1,7021937,7021937,1,7021937,1,1,7021937,1,1,7021937,4628627,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.2,0.52,12.9327,SPECIES
Pseudomonas aeruginosa,287,GCF_001632245.1,1,7021552,7021552,1,7021552,1,1,7021552,1,1,7021552,4636329,66,200,Pseudomonas aeruginosa,287,species,v1.2.4,99.01,1.38,27.3886,SPECIES
Pseudomonas aeruginosa,287,GCF_025790885.1,1,7020963,7020963,1,7020963,1,1,7020963,1,1,7020963,4627950,66,62,Pseudomonas aeruginosa,287,species,v1.2.3,98.91,1.63,23.7138,SPECIES
Pseudomonas aeruginosa,287,GCF_031220265.1,1,7020185,7020185,1,7020185,1,1,7020185,1,1,7020185,4625409,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.46,0.86,58.8786,SPECIES
Pseudomonas aeruginosa,287,GCF_001870265.1,2,7067711,7067711,2,7018690,1,2,7018690,1,2,7067711,4658879,66,170,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,0.92,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_027570995.1,1,7015423,7015423,1,7015423,1,1,7015423,1,1,7015423,4623465,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.62,0.87,82.1835,SPECIES
Pseudomonas aeruginosa,287,GCF_027570595.1,1,7015358,7015358,1,7015358,1,1,7015358,1,1,7015358,4623882,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.76,0.87,90.8547,SPECIES
Pseudomonas aeruginosa,287,GCF_052697495.1,1,7014646,7014646,1,7014646,1,1,7014646,1,1,7014646,4625148,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.03,1.61,28.0346,SPECIES
Pseudomonas aeruginosa,287,GCF_015832055.1,5,7117586,7117586,5,7013659,1,5,7013659,1,5,7117586,4677589,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,1.34,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_002968695.1,3,7086054,7086054,3,7012922,1,3,7012922,1,3,7086054,4668171,66,22.9,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.96,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_008195485.1,1,7012798,7012798,1,7012798,1,1,7012798,1,1,7012798,4632612,66,1047,Pseudomonas aeruginosa,287,species,v1.2.4,99.57,0.54,73.2871,SPECIES
Pseudomonas aeruginosa,287,GCF_051015905.1,1,7012748,7012748,1,7012748,1,1,7012748,1,1,7012748,4619202,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,1.54,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_028403965.1,2,7036624,7036624,2,7012556,1,2,7012556,1,2,7036624,4628344,66,NA,Pseudomonas aeruginosa,287,species,v1.2.3,98.1,1.34,12.2392,SPECIES
Pseudomonas aeruginosa,287,GCF_030034655.1,2,7046433,7046433,2,7012343,1,2,7012343,1,2,7046433,4637284,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,1.63,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_030034675.1,2,7045932,7045932,2,7011947,1,2,7011947,1,2,7045932,4636954,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,1.63,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_030034635.1,2,7045512,7045512,2,7011422,1,2,7011422,1,2,7045512,4636671,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,1.63,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_023520735.1,1,7010374,7010374,1,7010374,1,1,7010374,1,1,7010374,4613369,66,211,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,1.16,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_037890725.1,1,7009390,7009390,1,7009390,1,1,7009390,1,1,7009390,4620951,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.11,0.76,31.0514,SPECIES
Pseudomonas aeruginosa,287,GCF_022570475.1,1,7009041,7009041,1,7009041,1,1,7009041,1,1,7009041,4627395,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.82,1.69,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_002192475.1,1,7008516,7008516,1,7008516,1,1,7008516,1,1,7008516,4614705,66,91,Pseudomonas aeruginosa,287,species,v1.2.3,99.02,0.62,27.6671,SPECIES
Pseudomonas aeruginosa,287,GCF_044759025.1,1,7007249,7007249,1,7007249,1,1,7007249,1,1,7007249,4611842,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.59,1.35,74.8578,SPECIES
Pseudomonas aeruginosa,287,GCF_001792875.1,1,7006578,7006578,1,7006578,1,1,7006578,1,1,7006578,4622454,66,176,Pseudomonas aeruginosa,287,species,v1.2.3,99.25,0.81,39.6752,SPECIES
Pseudomonas aeruginosa,287,GCF_038431905.1,1,7006387,7006387,1,7006387,1,1,7006387,1,1,7006387,4610405,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.76,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_030183855.2,1,7003799,7003799,1,7003799,1,1,7003799,1,1,7003799,4611413,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,1.34,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_027570715.1,1,7003703,7003703,1,7003703,1,1,7003703,1,1,7003703,4622922,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.49,1.38,62.0495,SPECIES
Pseudomonas aeruginosa,287,GCF_030183355.2,1,7003428,7003428,1,7003428,1,1,7003428,1,1,7003428,4611161,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,1.34,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_030186885.2,1,7003110,7003110,1,7003110,1,1,7003110,1,1,7003110,4610684,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.3,1.34,44.3397,SPECIES
Pseudomonas aeruginosa,287,GCF_951805275.2,2,7180077,7180077,2,7001594,1,2,7001594,1,2,7180077,4715278,65.5,61,Pseudomonas aeruginosa,287,species,v1.2.4,99.54,1.54,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_030034615.1,2,7039758,7039758,2,7001200,1,2,7001200,1,2,7039758,4633279,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,1.63,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_019857545.1,3,7109827,7109827,3,7000195,1,3,7000195,1,3,7109827,4671883,65.5,218,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,1.32,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_003812885.1,1,6999770,6999770,1,6999770,1,1,6999770,1,1,6999770,4612526,66,33.27,Pseudomonas aeruginosa,287,species,v1.2.3,99.05,0.7,28.6688,SPECIES
Pseudomonas aeruginosa,287,GCF_030185815.2,1,6999575,6999575,1,6999575,1,1,6999575,1,1,6999575,4608835,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,1.34,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_030185915.2,1,6999091,6999091,1,6999091,1,1,6999091,1,1,6999091,4608925,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,1.34,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_038431925.1,1,6998574,6998574,1,6998574,1,1,6998574,1,1,6998574,4612452,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,0.77,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_023572735.3,1,6997900,6997900,1,6997900,1,1,6997900,1,1,6997900,4611608,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.68,1.48,18.6404,SPECIES
Pseudomonas aeruginosa,287,GCF_029961625.1,2,7050520,7050520,2,6997764,1,2,6997764,1,2,7050520,4648351,66,37,Pseudomonas aeruginosa,287,species,v1.2.3,99.3,1.06,44.3397,SPECIES
Pseudomonas aeruginosa,287,GCF_033226745.1,2,7094632,7094632,2,6996116,1,2,6996116,1,2,7094632,4673315,66,310.5,Pseudomonas aeruginosa,287,species,v1.2.3,97.85,0.57,10.5145,SPECIES
Pseudomonas aeruginosa,287,GCF_034190815.1,1,6988579,6988579,1,6988579,1,1,6988579,1,1,6988579,4601278,66,30,Pseudomonas aeruginosa,287,species,v1.2.3,98.22,2.01,13.0986,SPECIES
Pseudomonas aeruginosa,287,GCF_052697425.1,2,7143728,7143728,2,6987860,1,2,6987860,1,2,7143728,4696732,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.03,2.11,28.0346,SPECIES
Pseudomonas aeruginosa,287,GCF_029961645.1,1,6986429,6986429,1,6986429,1,1,6986429,1,1,6986429,4599037,66,43,Pseudomonas aeruginosa,287,species,v1.2.3,96.76,0.62,5.9151300000000004,SPECIES
Pseudomonas aeruginosa,287,GCF_002104595.1,1,6985102,6985102,1,6985102,1,1,6985102,1,1,6985102,4610202,66,161,Pseudomonas aeruginosa,287,species,v1.2.4,99.3,0.64,44.3397,SPECIES
Pseudomonas aeruginosa,287,GCF_051257835.1,1,6984853,6984853,1,6984853,1,1,6984853,1,1,6984853,4597779,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.34,0.92,48.9509,SPECIES
Pseudomonas aeruginosa,287,GCF_051015915.1,1,6980998,6980998,1,6980998,1,1,6980998,1,1,6980998,4596235,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.02,0.94,27.6671,SPECIES
Pseudomonas aeruginosa,287,GCF_033375815.1,1,6978549,6978549,1,6978549,1,1,6978549,1,1,6978549,4599266,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.35,1.27,14.444,SPECIES
Pseudomonas aeruginosa,287,GCF_033223225.1,2,6978799,6978799,2,6975582,1,2,6975582,1,2,6978799,4607962,66,308.2,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_019857345.1,2,7366669,7366669,2,6974425,1,2,6974425,1,2,7366669,4803418,65,112.2,Pseudomonas aeruginosa,287,species,v1.2.3,97.64,2.19,9.38241,SPECIES
Pseudomonas aeruginosa,287,GCF_022570435.1,1,6974398,6974398,1,6974398,1,1,6974398,1,1,6974398,4604846,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.77,0.35,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCA_053211075.1,2,6995012,6995012,2,6973875,1,2,6973875,1,2,6995012,4603794,66,200,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_003571505.1,1,6972899,6972899,1,6972899,1,1,6972899,1,1,6972899,4594936,66,NA,Pseudomonas aeruginosa,287,species,v1.2.3,99.28,1.89,41.9571,SPECIES
Pseudomonas aeruginosa,287,GCF_029958385.1,1,6968785,6968785,1,6968785,1,1,6968785,1,1,6968785,4597021,66,65,Pseudomonas aeruginosa,287,species,v1.2.3,98.76,0.78,20.3414,SPECIES
Pseudomonas aeruginosa,287,GCF_036233675.1,1,6967870,6967870,1,6967870,1,1,6967870,1,1,6967870,4600420,66,81,Pseudomonas aeruginosa,287,species,v1.2.3,99.49,0.52,62.0495,SPECIES
Pseudomonas aeruginosa,287,GCF_036237115.1,1,6967503,6967503,1,6967503,1,1,6967503,1,1,6967503,4598152,66,84,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.87,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_036233515.1,1,6967501,6967501,1,6967501,1,1,6967501,1,1,6967501,4598158,66,69,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.87,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_033225445.1,1,6967382,6967382,1,6967382,1,1,6967382,1,1,6967382,4600658,66,299.9,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_021184245.1,2,7013321,7013321,2,6966545,1,2,6966545,1,2,7013321,4609244,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,97.26,0.86,7.63395,SPECIES
Pseudomonas aeruginosa,287,GCF_036326305.1,1,6964336,6964336,1,6964336,1,1,6964336,1,1,6964336,4589476,66,50,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,1.71,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_051515095.1,1,6961963,6961963,1,6961963,1,1,6961963,1,1,6961963,4589244,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.82,1.36,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_037287405.1,1,6961786,6961786,1,6961786,1,1,6961786,1,1,6961786,4592931,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.99,2.18,26.6892,SPECIES
Pseudomonas aeruginosa,287,GCF_037287425.1,1,6961640,6961640,1,6961640,1,1,6961640,1,1,6961640,4592833,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.95,2.08,25.0356,SPECIES
Pseudomonas aeruginosa,287,GCF_018598285.3,2,7021371,7021371,2,6961059,1,2,6961059,1,2,7021371,4628866,66,170,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,1.26,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_032231025.1,1,6960573,6960573,1,6960573,1,1,6960573,1,1,6960573,4595429,66,45,Pseudomonas aeruginosa,287,species,v1.2.3,99.49,1.05,62.0495,SPECIES
Pseudomonas aeruginosa,287,GCF_019434235.1,2,7001812,7001812,2,6959874,1,2,6959874,1,2,7001812,4607675,66,200,Pseudomonas aeruginosa,287,species,v1.2.4,99.18,1.33,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_050186595.1,2,7005698,7005698,2,6959835,1,2,6959835,1,2,7005698,4604026,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.93,1.8,24.5436,SPECIES
Pseudomonas aeruginosa,287,GCF_046774485.1,1,6958497,6958497,1,6958497,1,1,6958497,1,1,6958497,4581865,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.25,2.23,39.6752,SPECIES
Pseudomonas aeruginosa,287,GCF_031212645.1,1,6955381,6955381,1,6955381,1,1,6955381,1,1,6955381,4584509,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.5,0.57,63.3831,SPECIES
Pseudomonas aeruginosa,287,GCF_052695645.1,1,6954734,6954734,1,6954734,1,1,6954734,1,1,6954734,4592648,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.39,0.57,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_019857585.1,2,7019088,7019088,2,6954457,1,2,6954457,1,2,7019088,4618187,66,110,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,1.35,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_019857505.1,3,7069987,7069987,3,6954156,1,3,6954156,1,3,7069987,4647460,65.5,169,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,1.35,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_028404005.1,2,6977699,6977699,2,6953400,1,2,6953400,1,2,6977699,4590512,66,NA,Pseudomonas aeruginosa,287,species,v1.2.3,98.7,1.34,19.0019,SPECIES
Pseudomonas aeruginosa,287,GCF_002237405.1,1,6952237,6952237,1,6952237,1,1,6952237,1,1,6952237,4589237,66,230,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,0.71,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_036232405.1,1,6951289,6951289,1,6951289,1,1,6951289,1,1,6951289,4588831,66,115,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.63,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_049532625.1,1,6950559,6950559,1,6950559,1,1,6950559,1,1,6950559,4582464,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.91,1.57,23.7138,SPECIES
Pseudomonas aeruginosa,287,GCF_016811975.1,1,6950174,6950174,1,6950174,1,1,6950174,1,1,6950174,4583882,66,136,Pseudomonas aeruginosa,287,species,v1.2.3,99.43,1.29,56.8516,SPECIES
Pseudomonas aeruginosa,287,GCF_025398075.1,2,7053014,7053014,2,6949333,1,2,6949333,1,2,7053014,4645705,66,153,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,1.74,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_022570455.1,1,6949128,6949128,1,6949128,1,1,6949128,1,1,6949128,4587832,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.28,1.09,41.9571,SPECIES
Pseudomonas aeruginosa,287,GCF_027570855.1,1,6948888,6948888,1,6948888,1,1,6948888,1,1,6948888,4590713,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.17,0.59,34.0386,SPECIES
Pseudomonas aeruginosa,287,GCF_037287535.1,3,6979071,6979071,3,6948796,1,3,6948796,1,3,6979071,4599251,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,1.07,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_037287545.1,3,6979059,6979059,3,6948784,1,3,6948784,1,3,6979059,4599241,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,1.07,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_050238075.1,1,6948350,6948350,1,6948350,1,1,6948350,1,1,6948350,4587663,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.26,0.59,40.5168,SPECIES
Pseudomonas aeruginosa,287,GCF_029857015.1,1,6947386,6947386,1,6947386,1,1,6947386,1,1,6947386,4577882,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,0.91,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_040268335.1,5,7488850,7488850,5,6947266,1,5,6947266,1,5,7488850,4895239,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.43,1.78,56.8516,SPECIES
Pseudomonas aeruginosa,287,GCF_003571805.1,2,7075653,7075653,2,6946231,1,2,6946231,1,2,7075653,4657938,66,124,Pseudomonas aeruginosa,287,species,v1.2.3,98.68,1.23,18.6404,SPECIES
Pseudomonas aeruginosa,287,GCF_051257855.1,1,6945820,6945820,1,6945820,1,1,6945820,1,1,6945820,4585353,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.42,1.56,56.3715,SPECIES
Pseudomonas aeruginosa,287,GCF_036233435.1,1,6944747,6944747,1,6944747,1,1,6944747,1,1,6944747,4574277,66,72,Pseudomonas aeruginosa,287,species,v1.2.3,99.58,1.42,73.8265,SPECIES
Pseudomonas aeruginosa,287,GCF_021378395.1,1,6944358,6944358,1,6944358,1,1,6944358,1,1,6944358,4579112,66,82,Pseudomonas aeruginosa,287,species,v1.2.3,99.5,1.46,63.3831,SPECIES
Pseudomonas aeruginosa,287,GCF_029962165.1,2,7469983,7469983,2,6943341,1,2,6943341,1,2,7469983,4887368,65.5,21,Pseudomonas aeruginosa,287,species,v1.2.3,99.5,2,63.3831,SPECIES
Pseudomonas aeruginosa,287,GCF_002237425.1,1,6943220,6943220,1,6943220,1,1,6943220,1,1,6943220,4584301,66,149,Pseudomonas aeruginosa,287,species,v1.2.3,99.14,0.71,32.6636,SPECIES
Pseudomonas aeruginosa,287,GCF_025398115.1,2,7052827,7052827,2,6942888,1,2,6942888,1,2,7052827,4645663,66,153,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,1.74,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_900618305.1,1,6941287,6941287,1,6941287,1,1,6941287,1,1,6941287,4579800,66,44,Pseudomonas aeruginosa,287,species,v1.2.3,97.93,1.29,11.1309,SPECIES
Pseudomonas aeruginosa,287,GCF_021513295.1,2,6995607,6995607,2,6941174,1,2,6941174,1,2,6995607,4598255,65.5,258,Pseudomonas aeruginosa,287,species,v1.2.3,97.55,1.41,8.84898,SPECIES
Pseudomonas aeruginosa,287,GCF_033807835.1,1,6941065,6941065,1,6941065,1,1,6941065,1,1,6941065,4571590,66,432,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,1.66,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_003408495.1,1,6940949,6940949,1,6940949,1,1,6940949,1,1,6940949,4578849,66,119.5,Pseudomonas aeruginosa,287,species,v1.2.3,98.83,0.74,21.669,SPECIES
Pseudomonas aeruginosa,287,GCF_029962145.1,2,6978306,6978306,2,6936895,1,2,6936895,1,2,6978306,4594517,66,21,Pseudomonas aeruginosa,287,species,v1.2.3,96.48,0.63,5.20982,SPECIES
Pseudomonas aeruginosa,287,GCF_032699645.1,1,6936159,6936159,1,6936159,1,1,6936159,1,1,6936159,4570211,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,1.03,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_015697645.1,1,6935851,6935851,1,6935851,1,1,6935851,1,1,6935851,4577784,66,150,Pseudomonas aeruginosa,287,species,v1.2.3,98.53,1.12,16.3822,SPECIES
Pseudomonas aeruginosa,287,GCF_020990465.1,1,6935768,6935768,1,6935768,1,1,6935768,1,1,6935768,4570124,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.71,1.04,86.1072,SPECIES
